Watchlist Scanner

Results
Industry,Symbol,Company Name,Market Cap,Last,Free Cash Flow Per Share - Current (LTM),Book Value Per Share - Current (LTM),Earnings Per Share - TTM - Current (LTM),Return on Equity (ROE) - Current (LTM),Return on Assets (ROA) - Current (LTM),Financial Leverage (Assets/Equity) - Current (LTM),3
Health Care Technology,PHR,"Phreesia, Inc.",758 M,12.58,$0.59,$5.32,($0.09),-1.8712,-.2649,1.322,
Pharmaceuticals,PHVS,Pharvaris N.V.,"1,819 M",28.00,($2.79),$5.64,($3.40),-53.764,-32.074,1.0854,
Health Care Equipment & Supplies,PLSE,"Pulse Biosciences, Inc.","1,700 M",25.08,($0.74),$1.37,($1.13),-86.987,-48.899,1.1734,
Biotechnology,PLX,"Protalix BioTherapeutics, Inc.",253 M,3.15,($0.15),$0.66,$0.07,12.64,5.5335,1.5549,
Health Care Technology,PMDIY,Pro Medicus Limited,"9,690 M",18.55,$0.77,$2.48,$1.50,76.801,26.948,1.3728,
Health Care Providers & Services,PNTG,"The Pennant Group, Inc.","1,119 M",32.35,$0.81,$9.25,$0.75,11.283,3.8044,2.3411,
Health Care Equipment & Supplies,PODD,Insulet Corporation,"17,523 M",249.10,$5.80,$19.68,$3.45,19.679,8.7411,2.1886,
Biotechnology,PRAX,"Praxis Precision Medicines, Inc.","9,198 M",331.61,($10.83),$16.23,($12.92),-75.199,-45.086,1.154,
Health Care Equipment & Supplies,PRCT,PROCEPT BioRobotics Corporation,"1,495 M",26.76,($1.45),$6.81,($1.54),-27.219,-13.059,1.3452,
Health Care Providers & Services,PRE,Prenetics Global Limited,325 M,19.30,($1.63),$11.61,($3.62),-30.082,-14.778,1.2183,
Pharmaceuticals,PRGO,Perrigo Company plc,"2,049 M",14.89,$1.89,$32.31,($0.21),-.6479,2.7234,2.2679,
Biotechnology,PRME,"Prime Medicine, Inc.",601 M,3.33,($0.84),$0.92,($1.44),-112.34,-35.519,2.3793,
Health Care Equipment & Supplies,PROF,Profound Medical Corp.,253 M,6.98,($1.29),$1.06,($1.36),-124.49,-62.441,1.3162,
Biotechnology,PROK,ProKidney Corp.,310 M,2.1900,($1.12),($7.41),($0.54),-41.807,-25.848,-.34881,
Biotechnology,PRTC,PureTech Health plc,437 M,18.08,($0.42),$1.56,$0.20,9.4441,-12.95,1.4715,
Health Care Providers & Services,PRVA,"Privia Health Group, Inc.","2,685 M",21.83,$0.91,$5.77,$0.14,3.4398,1.4121,1.9052,
Life Sciences Tools & Services,PSNL,"Personalis, Inc.",791 M,8.91,($0.78),$1.93,($0.88),-43.695,-20.95,1.4167,
Biotechnology,PTCT,"PTC Therapeutics, Inc.","5,612 M",69.90,$5.70,($1.95),$8.94,-124.24,25.699,-16.973,
Biotechnology,PTGX,"Protagonist Therapeutics, Inc.","5,194 M",83.09,$1.01,$10.34,$0.72,7.7986,1.8199,1.0872,
Biotechnology,PVLA,"Palvella Therapeutics, Inc.",974 M,82.33,($2.77),$3.49,($3.53),-301.19,-47.539,1.7304,
Health Care Equipment & Supplies,QDEL,QuidelOrtho Corporation,"1,604 M",23.61,$1.55,$28.24,($16.69),-46.149,.5618,3.0041,
Life Sciences Tools & Services,QTRX,Quanterix Corporation,278 M,5.95,($1.68),$6.74,($2.36),-29.28,-11.282,1.4121,
Biotechnology,QURE,uniQure N.V.,"1,520 M",24.40,($2.84),$3.68,($4.34),-165.27,-13.893,3.8837,
Pharmaceuticals,RAPP,"Rapport Therapeutics, Inc.","1,429 M",29.99,($2.17),$10.74,($2.72),-23.409,-15.885,1.0463,
Biotechnology,RAPT,"RAPT Therapeutics, Inc.","1,674 M",57.80,($4.00),$9.02,($4.88),-85.369,-51.347,1.0905,
Biotechnology,RARE,Ultragenyx Pharmaceutical Inc.,"2,106 M",21.83,($4.78),$0.10,($5.83),-412.99,-24.919,129.98,
Biotechnology,RCKT,"Rocket Pharmaceuticals, Inc.",405 M,3.74,($1.89),$2.90,($2.24),-74.883,-40.563,1.1733,
Biotechnology,RCUS,"Arcus Biosciences, Inc.","2,410 M",19.48,($4.61),$4.07,($3.39),-68.132,-21.058,2.2339,
Health Care Providers & Services,RDNT,"RadNet, Inc.","5,456 M",70.50,$0.70,$13.74,($0.17),1.7596,1.5109,3.4626,
Pharmaceuticals,RDY,Dr. Reddy's Laboratories Limited,"11,947 M",14.35,$0.33,$4.98,$0.76,16.1,7.9567,1.5117,
Biotechnology,REGN,"Regeneron Pharmaceuticals, Inc.","82,713 M",782.38,$36.00,$304.65,$41.48,14.865,5.9085,1.2976,
Biotechnology,REPL,"Replimune Group, Inc.",706 M,8.55,($3.09),$2.64,($3.44),-90.878,-43.242,1.5845,
Pharmaceuticals,RGC,Regencell Bioscience Holdings Limited,"16,546 M",33.46,($0.01),$0.01,($0.01),-54.809,-33.201,1.1842,
Life Sciences Tools & Services,RGEN,Repligen Corporation,"7,724 M",137.22,$1.84,$37.01,$0.03,.0847,1.3046,1.4036,
Biotechnology,RGNX,REGENXBIO Inc.,426 M,8.41,($2.07),$3.19,($3.46),-76.875,-18.544,3.253,
Biotechnology,RIGL,"Rigel Pharmaceuticals, Inc.",665 M,36.64,$3.82,$6.48,$6.20,220.06,38.929,2.0622,
Biotechnology,RLAY,"Relay Therapeutics, Inc.","1,536 M",8.86,($1.46),$3.52,($1.75),-41.145,-25.372,1.1025,
Pharmaceuticals,RLMD,"Relmada Therapeutics, Inc.",320 M,4.36,($1.26),$0.29,($1.77),-196.79,-102.41,1.5716,
Health Care Equipment & Supplies,RMD,ResMed Inc.,"37,336 M",256.29,$12.14,$43.39,$10.11,25.676,14.745,1.3453,
Biotechnology,RNA,"Avidity Biosciences, Inc.","11,255 M",72.86,($4.51),$12.85,($4.19),-32.439,-20.28,1.1315,
Biotechnology,ROIV,Roivant Sciences Ltd.,"19,696 M",27.52,($1.11),$6.02,($1.17),-19.144,-14.468,1.224,
Pharmaceuticals,RPRX,Royalty Pharma plc,"19,326 M",45.11,$1.84,$15.11,$1.78,13.204,5.1512,3.0294,
Biotechnology,RVMD,"Revolution Medicines, Inc.","19,862 M",102.74,($4.20),$8.42,($5.19),-60.76,-32.287,1.4102,
Life Sciences Tools & Services,RVTY,"Revvity, Inc.","11,327 M",99.91,$4.37,$64.04,$2.06,3.2161,2.2284,1.6783,
Biotechnology,RXRX,"Recursion Pharmaceuticals, Inc.","1,936 M",3.72,($1.12),$2.13,($1.78),-91.065,-42.041,1.3368,
Health Care Equipment & Supplies,RXST,"RxSight, Inc.",345 M,8.40,($0.55),$6.72,($0.88),-12.917,-9.1845,1.118,
Biotechnology,RYTM,"Rhythm Pharmaceuticals, Inc.","6,884 M",103.16,($2.34),$2.23,($3.11),-85.787,-26.74,3.406,
Biotechnology,RZLT,"Rezolute, Inc.",314 M,3.28,($0.83),$1.23,($0.91),-74.018,-44.093,1.0831,
Biotechnology,SANA,"Sana Biotechnology, Inc.","1,103 M",4.14,($0.65),$0.74,($0.96),-96.112,-23.899,2.2295,
Health Care Providers & Services,SBC,SBC Medical Group Holdings Incorporated,438 M,4.27,($0.36),$2.42,$0.42,19.098,15.055,1.2959,
Health Care Technology,SDGR,"Schr̦dinger, Inc.",876 M,11.89,($0.05),$4.36,($2.40),-45.666,-16.105,2.0341,
Health Care Providers & Services,SEM,Select Medical Holdings Corporation,"1,991 M",16.08,$1.40,$13.64,$0.76,7.7001,2.6785,3.3658,
Health Care Equipment & Supplies,SENS,"Senseonics Holdings, Inc.",335 M,8.21,($1.45),$1.92,($1.65),-129.29,-32.636,1.7901,
Pharmaceuticals,SEPN,"Septerna, Inc.","1,212 M",27.08,$2.50,$8.71,($1.43),-22.383,-14.325,1.5606,
Health Care Equipment & Supplies,SGHT,"Sight Sciences, Inc.",289 M,5.47,($0.62),$1.23,($0.89),-57.91,-20.473,1.8083,
Health Care Providers & Services,SGRY,"Surgery Partners, Inc.","1,985 M",15.35,$1.53,$13.50,($1.36),.6562,4.1906,4.5947,
Life Sciences Tools & Services,SHC,Sotera Health Company,"4,943 M",17.40,$0.31,$1.94,$0.20,10.861,7.9836,5.7881,
Health Care Equipment & Supplies,SI,"Shoulder Innovations, Inc.",275 M,13.33,($8.34),$7.18,($10.36),-55.446,-18.81,1.2025,
Health Care Equipment & Supplies,SIBN,"SI-BONE, Inc.",671 M,15.47,($0.25),$3.98,($0.51),-12.907,-6.8725,1.3611,
Pharmaceuticals,SIGA,"SIGA Technologies, Inc.",485 M,6.77,$1.63,$2.84,$1.03,39.938,26.434,1.1382,
Biotechnology,SION,"Sionna Therapeutics, Inc.","1,666 M",37.34,($2.06),$7.23,($2.36),-28.075,-19.454,1.0547,
Biotechnology,SLDB,Solid Biosciences Inc.,458 M,5.88,($1.79),$2.80,($2.24),-86.83,-43.67,1.2568,
Biotechnology,SLNO,"Soleno Therapeutics, Inc.","2,117 M",39.41,($0.53),$9.21,($1.62),-20.658,-11.749,1.2124,
Biotechnology,SLS,"SELLAS Life Sciences Group, Inc.",688 M,4.04,($0.33),$0.36,($0.28),-84.334,-44.897,1.1299,
Biotechnology,SMMT,Summit Therapeutics Inc.,"11,814 M",15.87,($0.22),$0.53,($0.31),-94.895,-41.305,1.1204,
Health Care Providers & Services,SNDA,"Sonida Senior Living, Inc.",651 M,34.67,($0.86),$1.67,($2.89),-43.681,-1.6859,28.712,
Pharmaceuticals,SNDL,SNDL Inc.,397 M,1.54,$0.16,$3.07,($0.26),-7.9524,-.5201,1.199,
Biotechnology,SNDX,"Syndax Pharmaceuticals, Inc.","1,793 M",20.63,($3.59),$1.33,($3.60),-129.32,-39.242,4.7803,
Health Care Equipment & Supplies,SNN,Smith & Nephew plc,"15,140 M",35.67,$0.91,$6.33,$0.56,9.1425,5.8102,1.9314,
Pharmaceuticals,SNY,Sanofi,"114,436 M",47.38,$6.86,$69.15,$4.75,6.6552,4.5598,1.7766,
Life Sciences Tools & Services,SOAGY,Sartorius Aktiengesellschaft,"18,916 M",54.799,$6.72,$46.04,$2.64,5.9342,3.5941,3.5899,
Health Care Equipment & Supplies,SOLV,Solventum Corporation,"12,767 M",73.61,$0.29,$28.75,$8.72,37.271,3.2079,2.8025,
Health Care Technology,SOPH,SOPHiA GENETICS SA,328 M,4.84,($0.67),$0.89,($1.12),-86.086,-25.594,2.6935,
Biotechnology,SPRY,"ARS Pharmaceuticals, Inc.",933 M,9.44,($0.95),$1.49,($0.82),-45.916,-19.221,2.5248,
Biotechnology,SRPT,"Sarepta Therapeutics, Inc.","1,948 M",18.59,($3.97),$12.60,($2.77),-21.369,-1.5156,2.6463,
Biotechnology,SRRK,Scholar Rock Holding Corporation,"4,866 M",47.70,($2.77),$2.47,($3.56),-218.04,-76.607,1.6805,
Health Care Providers & Services,SRTA,"Strata Critical Medical, Inc.",397 M,4.60,($0.70),$3.29,($0.41),-12.877,-5.1165,1.184,
Health Care Equipment & Supplies,SSII,"SS Innovations International, Inc.",855 M,4.40,($0.12),$0.20,($0.07),-43.418,-10.702,1.7548,
Life Sciences Tools & Services,SSSGY,Sartorius Aktiengesellschaft,"15,389 M",44.58,$6.72,$46.04,$2.64,5.9342,3.5941,3.5899,
Health Care Equipment & Supplies,STAA,STAAR Surgical Company,883 M,17.88,($0.80),$7.17,($1.95),-24.649,-7.8826,1.29,
Health Care Equipment & Supplies,STE,STERIS plc,"24,634 M",251.18,$9.33,$72.93,$7.17,10.468,6.6058,1.4804,
Biotechnology,STOK,"Stoke Therapeutics, Inc.","1,963 M",34.37,$0.90,$5.59,$0.68,15.019,5.2013,1.1693,
Biotechnology,STRO,"Sutro Biopharma, Inc.",321 M,19.56,($26.87),($10.25),($25.88),-1810,-25.804,-2.4025,
Biotechnology,STTK,"Shattuck Labs, Inc.",258 M,4.07,($0.87),$1.48,($0.98),-57.84,-33.928,1.0761,
Life Sciences Tools & Services,STVN,Stevanato Group S.p.A.,"4,450 M",16.30,($0.15),$6.18,$0.60,10.189,5.3726,1.6796,
Pharmaceuticals,SUPN,"Supernus Pharmaceuticals, Inc.","2,944 M",51.35,$1.26,$18.38,($0.34),-1.8588,1.518,1.3526,
Biotechnology,SVRA,Savara Inc.,"1,164 M",5.72,($0.46),$0.44,($0.54),-78.741,-39.671,1.4931,
Health Care Equipment & Supplies,SYK,Stryker Corporation,"142,613 M",372.66,$11.21,$58.61,$8.40,15.079,7.9226,2.134,
Biotechnology,SYRE,"Spyre Therapeutics, Inc.","2,934 M",37.81,($2.74),$4.95,($2.00),-38.076,-30.199,1.6861,
Pharmaceuticals,TAK,Takeda Pharmaceutical Company Limited,"58,951 M",18.66,$3.04,$30.92,$0.45,1.5027,2.4708,2.0161,
Health Care Providers & Services,TALK,"Talkspace, Inc.",800 M,4.83,($0.01),$0.66,$0.03,3.7425,.5106,1.1829,
Biotechnology,TARA,"Protara Therapeutics, Inc.",383 M,7.15,($1.28),$3.43,($1.39),-49.421,-31.303,1.0933,
Pharmaceuticals,TARS,"Tarsus Pharmaceuticals, Inc.","2,782 M",65.54,($1.54),$7.89,($1.99),-28.349,-11.996,1.5953,
Pharmaceuticals,TBPH,"Theravance Biopharma, Inc.",985 M,19.43,$4.88,$4.59,$0.58,14.029,-5.3159,1.7855,
Health Care Technology,TBRG,"TruBridge, Inc.",298 M,19.87,$1.45,$12.41,$0.24,2.035,5.1426,2.2146,
Health Care Equipment & Supplies,TCMD,"Tactile Systems Technology, Inc.",631 M,28.25,$1.76,$9.76,$0.82,8.7651,6.3998,1.2514,
Health Care Technology,TDOC,"Teladoc Health, Inc.",866 M,4.88,$0.80,$7.85,($1.28),-15.421,-3.4841,2.0678,
Life Sciences Tools & Services,TECH,Bio-Techne Corporation,"9,113 M",58.25,$1.43,$12.90,$0.52,3.9664,6.5183,1.2545,
Biotechnology,TECX,"Tectonic Therapeutic, Inc.",393 M,21.00,($3.61),$14.30,($3.88),-32.209,-21.457,1.0354,
Life Sciences Tools & Services,TEM,"Tempus AI, Inc.","10,667 M",59.96,($1.45),$2.86,($1.19),-72.612,-9.075,4.4925,
Pharmaceuticals,TERN,"Terns Pharmaceuticals, Inc.","4,291 M",39.45,($0.85),$3.25,($1.03),-29.123,-19.944,1.0619,
Pharmaceuticals,TEVA,Teva Pharmaceutical Industries Limited,"39,982 M",34.33,$1.00,$6.88,$1.21,20.786,6.1692,5.1515,
Health Care Equipment & Supplies,TFX,Teleflex Incorporated,"4,941 M",111.80,$5.85,$86.48,($7.26),-7.8966,4.9421,2.0597,
Biotechnology,TGTX,"TG Therapeutics, Inc.","4,677 M",29.46,($0.48),$4.26,$2.78,111.96,7.9745,1.6881,
Health Care Providers & Services,THC,Tenet Healthcare Corporation,"20,045 M",228.08,$28.06,$48.36,$15.49,27.021,7.3341,7.0325,
Pharmaceuticals,TLRY,"Tilray Brands, Inc.",919 M,7.89,($0.68),$14.89,($20.85),-84.135,-1.5096,1.3284,
Biotechnology,TLX,Telix Pharmaceuticals Limited,"2,246 M",6.71,($0.05),$1.25,$0.04,3.1365,2.0811,2.8202,
Health Care Equipment & Supplies,TMDX,"TransMedics Group, Inc.","4,541 M",132.88,$3.57,$10.40,$2.54,32.476,6.9266,2.6634,
Life Sciences Tools & Services,TMO,Thermo Fisher Scientific Inc.,"193,535 M",515.12,$16.69,$142.06,$17.74,13.024,5.0393,2.0658,
Health Care Equipment & Supplies,TNDM,"Tandem Diabetes Care, Inc.","1,256 M",18.52,($1.03),$1.96,($3.05),-109.73,-5.9347,6.5781,
Biotechnology,TNGX,"Tango Therapeutics, Inc.","1,663 M",12.35,($1.33),$1.43,($0.91),-51.652,-24.517,1.3131,
Health Care Providers & Services,TOI,"The Oncology Institute, Inc.",256 M,2.60,($0.32),($0.13),($0.64),-4132.2,-14.989,-13.331,
Biotechnology,TRDA,"Entrada Therapeutics, Inc.",436 M,11.41,($3.15),$9.50,($2.52),-27.112,-15.705,1.2119,
Pharmaceuticals,TRVI,"Trevi Therapeutics, Inc.","1,354 M",10.56,($0.35),$1.48,($0.37),-36.87,-23.927,1.0504,
Biotechnology,TSHA,"Taysha Gene Therapies, Inc.","1,312 M",4.79,($0.29),$0.80,($0.34),-64.934,-25.698,1.4455,
Biotechnology,TVTX,"Travere Therapeutics, Inc.","2,622 M",29.30,($1.23),$0.82,($1.02),-410.78,-10.754,7.3213,
Biotechnology,TWST,Twist Bioscience Corporation,"3,218 M",52.49,($1.44),$7.44,($1.27),-16.794,-13.487,1.399,
Life Sciences Tools & Services,TXG,"10x Genomics, Inc.","2,452 M",19.19,$1.04,$6.24,($0.35),-5.7809,-6.3957,1.3077,
Biotechnology,TYRA,"Tyra Biosciences, Inc.","1,672 M",31.33,($1.54),$5.26,($1.88),-34.749,-23.077,1.0761,
Health Care Equipment & Supplies,UFPT,"UFP Technologies, Inc.","1,719 M",222.83,$11.36,$52.37,$8.61,18.313,9.2353,1.6162,
Health Care Providers & Services,UHS,"Universal Health Services, Inc.","14,371 M",230.00,$15.02,$114.75,$21.01,20.028,8.2179,2.1401,
Health Care Providers & Services,UNH,UnitedHealth Group Incorporated,"262,630 M",289.93,$17.65,$109.99,$13.23,12.538,3.8997,3.093,
Biotechnology,UPB,"Upstream Bio, Inc.",461 M,8.54,($2.37),$7.01,($2.62),-40.8,-28.152,1.0333,
Biotechnology,URGN,UroGen Pharma Ltd.,"1,020 M",21.80,($2.90),($2.47),($3.46),366.31,-33.96,-1.6034,
Health Care Providers & Services,USPH,"U.S. Physical Therapy, Inc.","1,314 M",86.45,$3.75,$33.12,$2.38,8.44,4.2629,2.3756,
Biotechnology,UTHR,United Therapeutics Corporation,"20,690 M",480.52,$24.99,$153.61,$26.38,20.041,13.141,1.1155,
Biotechnology,VALN,Valneva SE,911 M,10.49,($0.13),$0.98,($0.71),-55.53,-9.637,2.9787,
Biotechnology,VCEL,Vericel Corporation,"1,930 M",38.17,$0.41,$6.37,$0.25,4.5162,1.0531,1.4083,
Biotechnology,VCYT,"Veracyte, Inc.","2,868 M",36.28,$1.26,$15.91,$0.38,2.4914,2.4277,1.0876,
Health Care Technology,VEEV,Veeva Systems Inc.,"30,011 M",182.57,$8.27,$42.84,$5.13,13.719,7.6421,1.1501,
Biotechnology,VERA,"Vera Therapeutics, Inc.","2,992 M",42.15,($3.36),$6.24,($4.00),-73.246,-38.115,1.2974,
Biotechnology,VIR,"Vir Biotechnology, Inc.","1,088 M",7.82,($3.34),$5.73,($3.62),-49.062,-25.972,1.2806,
Biotechnology,VKTX,"Viking Therapeutics, Inc.","3,594 M",31.10,($2.47),$5.57,($3.19),-47.341,-30.275,1.12,
Health Care Providers & Services,VMD,"Viemed Healthcare, Inc.",316 M,8.30,$0.14,$3.51,$0.34,10.663,6.4902,1.5146,
Biotechnology,VNDA,Vanda Pharmaceuticals Inc.,361 M,6.10,($1.87),$5.54,($3.74),-50.934,-16.501,1.4944,
Biotechnology,VOR,Vor Biopharma Inc.,553 M,13.31,($25.50),($246.54),($431.80),227.6,-144.27,-.07919,
Biotechnology,VRDN,"Viridian Therapeutics, Inc.","2,682 M",28.10,($4.02),$3.82,($3.02),-49.893,-30.079,1.8375,
Health Care Equipment & Supplies,VREX,Varex Imaging Corporation,576 M,13.75,($0.32),$11.38,($1.63),-12.9,3.6159,2.3024,
Biotechnology,VRTX,Vertex Pharmaceuticals Incorporated,"119,211 M",469.27,$12.49,$73.49,$15.32,22.541,12.162,1.3738,
Biotechnology,VSTM,"Verastem, Inc.",447 M,5.94,($2.32),($0.23),($3.98),-2888.7,-66.057,-11.391,
Pharmaceuticals,VTRS,Viatris Inc.,"18,405 M",15.98,$1.35,$13.13,($3.13),-21.087,2.1837,2.4919,
Pharmaceuticals,VTYX,"Ventyx Biosciences, Inc.","1,002 M",13.96,($1.24),$2.68,($1.50),-45.352,-28.465,1.105,
Life Sciences Tools & Services,WAT,Waters Corporation,"32,238 M",328.66,$9.07,$43.01,$10.76,29.279,11.888,1.985,
Health Care Technology,WAY,Waystar Holding Corp.,"4,934 M",25.79,$1.59,$20.25,$0.61,3.2215,3.1606,1.4915,
Health Care Providers & Services,WGS,GeneDx Holdings Corp.,"2,621 M",90.68,$0.55,$10.12,$0.07,.8386,1.6148,1.69,
Life Sciences Tools & Services,WST,"West Pharmaceutical Services, Inc.","17,566 M",243.83,$6.49,$44.11,$6.79,16.855,9.6782,1.3445,
Pharmaceuticals,WVE,Wave Life Sciences Ltd.,"2,445 M",13.16,($1.21),$0.78,($0.74),-86.506,-28.328,1.938,
Biotechnology,XENE,Xenon Pharmaceuticals Inc.,"3,329 M",43.08,($3.21),$7.26,($3.89),-45.138,-29.505,1.0864,
Pharmaceuticals,XERS,"Xeris Biopharma Holdings, Inc.","1,117 M",6.73,$0.06,($0.01),($0.10),107.18,2.8754,-429.95,
Biotechnology,XFOR,"X4 Pharmaceuticals, Inc.",271 M,3.10,($6.58),$2.45,($5.90),-156.87,-33.543,2.6543,
Biotechnology,XNCR,"Xencor, Inc.",838 M,11.74,($1.87),$8.76,($1.77),-19.564,-9.0908,1.3894,
Biotechnology,XOMA,XOMA Royalty Corporation,302 M,24.40,($1.73),$7.14,$0.82,22.453,1.4257,2.9941,
Health Care Equipment & Supplies,XRAY,DENTSPLY SIRONA Inc.,"2,498 M",12.52,$0.40,$7.41,($4.43),-44.405,2.6875,3.8248,
Health Care Equipment & Supplies,ZBH,"Zimmer Biomet Holdings, Inc.","19,670 M",99.25,$5.66,$64.43,$3.55,5.5992,4.4079,1.8174,
Biotechnology,ZBIO,"Zenas BioPharma, Inc.","1,450 M",27.02,($3.90),$4.65,($4.53),-68.326,-33.72,1.6394,
Biotechnology,ZLAB,Zai Lab Limited,"2,250 M",20.08,($1.96),$6.87,($1.92),-28.973,-13.286,1.525,
Pharmaceuticals,ZTS,Zoetis Inc.,"53,728 M",127.28,$5.15,$7.84,$6.02,65.992,15.255,4.6434,
Biotechnology,ZURA,Zura Bio Limited,408 M,6.28,($0.57),$1.66,($0.67),-45.01,-27.239,1.3297,
Pharmaceuticals,ZVRA,"Zevra Therapeutics, Inc.",500 M,8.89,($0.44),$2.37,$0.54,34.814,-7.8422,2.0284,
Biotechnology,ZYME,Zymeworks Inc.,"1,758 M",23.32,($0.88),$4.26,($0.84),-18.464,-9.9802,1.2412,
