Watchlist Scanner

Results
Industry,Symbol,Company Name,Market Cap,Last,Free Cash Flow Per Share - Current (LTM),Book Value Per Share - Current (LTM),Earnings Per Share - TTM - Current (LTM),Return on Equity (ROE) - Current (LTM),Return on Assets (ROA) - Current (LTM),Financial Leverage (Assets/Equity) - Current (LTM),3
Banks,OCFC,OceanFirst Financial Corp.,"1,104 M",19.23,$1.50,$28.97,$1.17,4.2211,.5075,8.7602,
Capital Markets,OCSL,Oaktree Specialty Lending Corporation,"1,044 M",11.85,$0.01,$16.30,$0.37,2.2376,5.1961,2.1573,
Banks,OFG,OFG Bancorp,"1,822 M",42.13,$3.99,$32.13,$4.58,15.512,1.7115,8.9681,
Consumer Finance,OMF,"OneMain Holdings, Inc.","6,740 M",57.53,$26.39,$29.02,$6.56,23.756,2.9381,8.0529,
Banks,ONB,Old National Bancorp,"9,699 M",24.89,$2.06,$21.17,$1.79,9.0225,1.0648,8.7446,
Financial Services,ONIT,Onity Group Inc.,366 M,42.93,($135.88),$76.80,$21.46,32.377,2.2043,25.753,
Consumer Finance,OPFI,OppFi Inc.,250 M,9.05,$14.42,$1.77,$0.14,48.949,18.177,14.581,
Capital Markets,OPY,Oppenheimer Holdings Inc.,928 M,87.64,$7.57,$87.47,$13.04,16.712,2.3594,4.1489,
Mortgage Real Estate Investment Trusts (REITs),ORC,"Orchid Island Capital, Inc.","1,373 M",7.49,$0.84,$7.54,$1.24,15.588,1.8281,8.5105,
Insurance,ORI,Old Republic International Corporation,"10,244 M",41.52,$5.26,$24.08,$3.72,16.314,2.7145,5.06,
Banks,ORRF,"Orrstown Financial Services, Inc.",737 M,37.77,$3.23,$30.32,$4.18,14.592,1.4722,9.3693,
Banks,OSBC,"Old Second Bancorp, Inc.","1,073 M",20.37,$2.05,$17.03,$1.62,10.245,1.2796,7.6973,
Insurance,OSCR,"Oscar Health, Inc.","4,088 M",13.73,$4.03,$3.29,($1.69),-44.353,-4.4371,6.47,
Insurance,OSG,"Octave Specialty Group, Inc.",256 M,5.85,($2.65),$18.06,($1.00),-5.7637,-.5672,2.5468,
Capital Markets,OTF,Blue Owl Technology Finance Corp.,"5,762 M",12.31,$1.31,$17.27,$1.78,10.58,4.7031,1.6636,
Banks,OVLY,Oak Valley Bancorp,281 M,33.54,$2.49,$24.01,$2.88,12.529,1.2108,10.064,
Capital Markets,OWL,Blue Owl Capital Inc.,"7,698 M",11.58,$1.81,$3.45,$0.10,5.098,3.3353,5.4312,
Banks,OZK,Bank OZK,"5,418 M",49.08,$6.46,$52.46,$6.18,12.089,1.8102,7.0431,
Financial Services,PAGS,PagSeguro Digital Ltd.,"3,215 M",11.05,$1.75,$9.61,$1.37,15.106,6.3307,4.8553,
Capital Markets,PAX,Patria Investments Limited,"2,233 M",14.00,$1.55,$3.91,$0.54,16.019,5.991,2.4096,
Financial Services,PAY,"Paymentus Holdings, Inc.","3,067 M",24.45,$0.87,$4.28,$0.47,11.809,6.8549,1.1991,
Financial Services,PAYO,Payoneer Global Inc.,"1,932 M",5.42,$0.41,$2.09,$0.18,9.7905,1.0805,10.934,
Banks,PB,"Prosperity Bancshares, Inc.","7,107 M",72.86,$2.50,$81.84,$5.72,7.2116,1.3913,5.0503,
Banks,PBFS,"Pioneer Bancorp, Inc.",364 M,14.50,$0.89,$12.87,$0.83,6.5574,.9124,7.1398,
Banks,PCB,PCB Bancorp,328 M,23.05,$1.77,$22.74,$2.58,9.9365,1.1804,10.227,
Banks,PDLB,"Ponce Financial Group, Inc.",383 M,16.71,$1.80,$13.86,$1.20,5.4826,.9164,10.185,
Banks,PEBO,Peoples Bancorp Inc.,"1,197 M",33.61,$3.82,$34.53,$2.99,9.2121,1.1296,7.9974,
Banks,PFBC,Preferred Bank,"1,122 M",92.14,$12.65,$64.83,$10.41,17.214,1.84,9.6281,
Insurance,PFG,"Principal Financial Group, Inc.","20,033 M",92.15,$18.54,$54.66,$5.25,10.524,.316,28.726,
Banks,PFIS,Peoples Financial Services Corp.,559 M,55.97,$3.95,$52.01,$5.88,11.972,1.1423,10.139,
Capital Markets,PFLT,PennantPark Floating Rate Capital Ltd.,848 M,8.55,($3.50),$10.49,$0.36,3.4405,5.1013,2.6105,
Banks,PFS,"Provident Financial Services, Inc.","2,998 M",22.95,$4.66,$21.69,$2.23,10.715,1.1876,8.8171,
Financial Services,PFSI,"PennyMac Financial Services, Inc.","4,911 M",94.33,($34.54),$82.77,$9.30,12.314,1.8064,6.8203,
Banks,PGC,Peapack-Gladstone Financial Corporation,599 M,34.10,$3.12,$37.78,$2.10,5.9057,.5135,11.435,
Insurance,PGR,The Progressive Corporation,"118,257 M",201.77,$29.09,$60.49,$18.22,34.224,7.6007,3.4288,
Capital Markets,PIPR,Piper Sandler Companies,"5,530 M",327.20,($1.16),$76.68,$15.82,20.422,9.5722,1.7304,
Capital Markets,PJT,PJT Partners Inc.,"3,714 M",152.79,$20.96,$9.40,$6.68,33.813,18.395,7.5207,
Banks,PKBK,"Parke Bancorp, Inc.",327 M,28.21,$2.79,$27.67,$3.16,12.096,1.7203,6.9316,
Banks,PLBC,Plumas Bancorp,363 M,52.22,$3.62,$37.52,$4.54,13.494,1.5338,8.5742,
Insurance,PLMR,"Palomar Holdings, Inc.","3,273 M",123.42,$13.32,$35.54,$7.17,23.577,5.9705,3.2365,
Mortgage Real Estate Investment Trusts (REITs),PMT,PennyMac Mortgage Investment Trust,"1,075 M",12.35,($64.07),$15.47,$0.99,6.6846,.7152,15.861,
Banks,PNC,"The PNC Financial Services Group, Inc.","93,113 M",230.30,$12.87,$155.18,$16.61,12.158,1.2344,9.4672,
Banks,PNFP,"Pinnacle Financial Partners, Inc.","14,897 M",99.13,$13.46,$88.65,$8.07,9.5263,1.1639,8.4531,
Capital Markets,PNNT,PennantPark Investment Corporation,330 M,5.05,$3.38,$7.00,$0.39,5.38,4.0141,2.829,
Insurance,PRA,ProAssurance Corporation,"1,253 M",24.38,($0.34),$25.37,$0.66,2.6593,.9335,4.257,
Consumer Finance,PRAA,"PRA Group, Inc.",447 M,11.46,($0.95),$23.76,($8.72),-28.812,4.4146,5.3842,
Consumer Finance,PRG,"PROG Holdings, Inc.","1,598 M",40.42,$7.30,$17.79,$3.96,24.561,16.756,2.1983,
Insurance,PRI,"Primerica, Inc.","8,190 M",257.46,$24.65,$76.89,$22.91,31.934,4.2175,6.1377,
Banks,PRK,Park National Corporation,"3,153 M",174.54,$11.37,$84.14,$11.11,13.87,1.8365,7.248,
Financial Services,PRTH,"Priority Technology Holdings, Inc.",451 M,5.51,($0.20),($1.35),$0.54,-64.476,4.6261,-20.101,
Insurance,PRU,"Prudential Financial, Inc.","35,743 M",102.71,$17.83,$93.23,$9.99,11.36,.4236,23.853,
Capital Markets,PSEC,Prospect Capital Corporation,"1,409 M",2.92,$0.95,$6.21,($0.78),-4.8513,4.2647,2.2086,
Financial Services,PSFE,Paysafe Limited,363 M,6.31,$1.52,$12.36,($2.09),-15.593,1.6971,6.6006,
Insurance,PUK,Prudential plc,"38,285 M",30.37,$0.79,$6.94,$1.30,19.586,1.699,10.99,
Capital Markets,PWP,Perella Weinberg Partners,"1,359 M",20.38,$1.22,($4.65),$0.47,22.312,9.1522,-2.1502,
Financial Services,PYPL,"PayPal Holdings, Inc.","38,419 M",41.73,$5.80,$22.02,$5.41,25.732,4.8797,3.958,
Banks,QCRH,"QCR Holdings, Inc.","1,532 M",91.81,$12.22,$66.64,$7.49,12.058,1.3675,8.6086,
Consumer Finance,QFIN,"Qfin Holdings, Inc.","1,966 M",15.10,$11.12,$26.17,$6.93,29.119,10.77,2.5333,
Banks,RBB,RBB Bancorp,376 M,22.06,$2.74,$30.68,$1.83,6.1957,.7791,8.0413,
Banks,RBCAA,"Republic Bancorp, Inc.","1,401 M",71.67,$7.56,$56.41,$6.63,12.54,1.8909,6.3886,
Mortgage Real Estate Investment Trusts (REITs),RC,Ready Capital Corporation,284 M,1.75,$2.84,$10.28,($1.79),-13.302,-2.8675,5.0094,
Financial Services,RDN,Radian Group Inc.,"4,440 M",32.77,($3.93),$34.34,$3.93,12.132,6.3188,1.7635,
Financial Services,RELY,"Remitly Global, Inc.","3,583 M",17.14,$0.95,$3.81,$0.09,2.9402,2.0368,1.5225,
Banks,RF,Regions Financial Corporation,"25,797 M",29.72,$2.38,$20.36,$2.30,11.65,1.3608,9.0276,
Insurance,RGA,"Reinsurance Group of America, Incorporated","14,587 M",222.82,$73.54,$205.62,$17.69,9.7231,.8655,11.633,
Mortgage Real Estate Investment Trusts (REITs),RITM,Rithm Capital Corp.,"5,881 M",10.58,($5.48),$12.66,$1.04,8.3744,1.4489,7.539,
Capital Markets,RJF,"Raymond James Financial, Inc.","31,146 M",158.03,$6.99,$63.40,$10.22,17.124,2.4531,7.1059,
Financial Services,RKT,"Rocket Companies, Inc.","51,672 M",18.35,($1.34),$4.19,($0.16),4.027,1.8957,3.7933,
Insurance,RLI,RLI Corp.,"5,587 M",60.81,$6.33,$19.35,$4.37,24.443,5.4627,3.465,
Consumer Finance,RM,Regional Management Corp.,332 M,34.76,$28.93,$39.05,$4.45,12.165,4.4414,5.6392,
Insurance,RNR,RenaissanceRe Holdings Ltd.,"13,047 M",300.00,$78.97,$247.00,$56.03,19.682,4.9618,4.9546,
Banks,RNST,Renasant Corporation,"3,801 M",40.16,$3.10,$41.05,$2.07,5.5238,.8094,6.886,
Insurance,ROOT,"Root, Inc.",955 M,61.59,$12.52,$17.10,$3.34,17.022,3.3704,6.1977,
Financial Services,RPAY,Repay Holdings Corporation,256 M,3.14,$0.67,$7.56,($1.39),-18.213,-.3848,2.1616,
Capital Markets,RPC,"Ridgepost Capital, Inc",947 M,8.64,$0.16,$3.21,$0.17,5.8108,4.8102,2.642,
Banks,RRBI,"Red River Bancshares, Inc.",586 M,89.13,$5.14,$53.42,$6.01,12.035,1.2873,9.1496,
Capital Markets,RWAY,Runway Growth Finance Corp.,304 M,8.41,$4.85,$13.55,$1.48,11.015,6.3578,1.9679,
Mortgage Real Estate Investment Trusts (REITs),RWT,"Redwood Trust, Inc.",779 M,6.26,($57.64),$7.36,($0.63),-6.4482,-.3337,25.884,
Banks,RY,Royal Bank of Canada,"239,016 M",170.70,($27.12),$64.89,$10.03,15.295,.9059,18.247,
Insurance,RYAN,"Ryan Specialty Holdings, Inc.","5,360 M",41.33,$4.50,$5.00,$0.47,18.208,3.5434,16.301,
Insurance,SAFT,"Safety Insurance Group, Inc.","1,167 M",78.38,$11.60,$60.40,$5.87,9.9685,2.9785,2.7234,
Banks,SAN,"Banco Santander, S.A.","180,870 M",12.37,$0.50,$8.02,$1.12,14.294,.8094,18.211,
Capital Markets,SAR,Saratoga Investment Corp.,374 M,23.14,($1.01),$25.59,$2.50,9.7809,4.6165,2.8968,
Banks,SBCF,Seacoast Banking Corporation of Florida,"3,280 M",33.49,$2.01,$28.01,$1.57,5.5307,.8044,7.6834,
Banks,SBSI,"Southside Bancshares, Inc.",965 M,32.48,$3.00,$28.52,$2.29,8.3419,.8128,10.045,
Capital Markets,SCHW,The Charles Schwab Corporation,"166,801 M",93.87,($0.99),$23.85,$4.65,18.11,1.768,10.916,
Capital Markets,SCM,Stellus Capital Investment Corporation,313 M,10.83,($2.34),$13.05,$1.09,8.2046,4.5201,2.7232,
Capital Markets,SEIC,SEI Investments Company,"9,848 M",80.57,$4.95,$20.03,$5.63,28.957,13.191,1.3318,
Financial Services,SEZL,Sezzle Inc.,"2,181 M",63.86,$1.60,$4.55,$3.24,107.03,48.897,2.3634,
Capital Markets,SF,Stifel Financial Corp.,"12,141 M",119.42,$10.17,$49.74,$5.87,11.951,1.6457,8.2205,
Banks,SFBS,"ServisFirst Bancshares, Inc.","4,659 M",85.29,$5.86,$33.86,$5.06,15.956,1.577,9.5831,
Banks,SFNC,Simmons First National Corporation,"3,063 M",21.16,$2.92,$23.18,($3.31),-12.417,-1.6601,7.2178,
Banks,SFST,"Southern First Bancshares, Inc.",490 M,59.66,$3.76,$44.89,$3.75,8.6871,.7152,11.945,
Banks,SHBI,"Shore Bancshares, Inc.",653 M,19.54,$2.48,$17.65,$1.78,10.523,.9528,10.61,
Banks,SHG,"Shinhan Financial Group Co., Ltd.","33,031 M",69.59,($7.44),$66.03,$6.81,8.5315,.6664,13.561,
Insurance,SIGI,"Selective Insurance Group, Inc.","5,104 M",84.95,$19.55,$56.74,$7.49,13.863,2.7849,4.4458,
Capital Markets,SII,Sprott Inc.,"3,373 M",130.79,$2.75,$13.37,$1.96,14.042,9.9952,1.3523,
Insurance,SKWD,"Skyward Specialty Insurance Group, Inc.","2,025 M",45.84,$9.21,$23.75,$3.37,16.056,2.9164,4.7784,
Insurance,SLDE,"Slide Insurance Holdings, Inc.","2,087 M",16.79,$6.95,$7.76,$2.72,52.287,13.639,2.7866,
Insurance,SLF,Sun Life Financial Inc.,"36,179 M",65.32,$3.43,$30.24,$4.48,13.901,.8512,17.332,
Consumer Finance,SLM,SLM Corporation,"4,663 M",23.41,($1.65),$11.05,$3.46,32.305,2.4903,13.519,
Capital Markets,SLRC,SLR Investment Corp.,811 M,14.86,$1.91,$18.21,$1.65,9.0708,3.9359,2.547,
Banks,SMBC,"Southern Missouri Bancorp, Inc.",720 M,64.83,$7.50,$50.92,$5.78,12.09,1.305,8.9791,
Banks,SMBK,"SmartFinancial, Inc.",705 M,41.39,$3.49,$32.44,$2.98,9.6454,.9041,10.61,
Banks,SMFG,"Sumitomo Mitsui Financial Group, Inc.","148,902 M",23.40,($24.71),$26.13,$1.22,4.9334,.2442,20.236,
Insurance,SMPNY,"Sompo Holdings, Inc.","34,194 M",19.04,$4.81,$35.49,$4.77,17.385,3.7025,3.341,
Capital Markets,SNEX,StoneX Group Inc.,"6,551 M",124.87,$73.00,$48.17,$6.76,16.736,.93,18.946,
Consumer Finance,SOFI,"SoFi Technologies, Inc.","24,389 M",19.30,($2.85),$8.26,$0.39,5.6577,1.1076,4.8296,
Banks,SPFI,"South Plains Financial, Inc.",686 M,42.11,$3.90,$30.31,$3.44,12.537,1.3421,9.0728,
Capital Markets,SPGI,S&P Global Inc.,"124,501 M",416.67,$17.90,$104.17,$14.66,13.087,6.6555,1.9661,
Insurance,SPNT,SiriusPoint Ltd.,"2,571 M",22.01,$1.73,$17.21,$1.45,8.11,1.7261,6.1994,
Banks,SRCE,1st Source Corporation,"1,706 M",70.00,$7.61,$52.32,$6.41,12.663,1.7596,7.1023,
Banks,SSB,SouthState Bank Corporation,"10,272 M",103.61,$3.74,$91.38,$7.87,10.685,1.4063,7.4177,
Banks,STBA,"S&T Bancorp, Inc.","1,665 M",44.52,$3.85,$39.14,$3.49,9.4389,1.3746,6.743,
Insurance,STC,Stewart Information Services Corporation,"2,040 M",67.50,$4.51,$54.30,$4.05,8.5032,3.9887,1.9821,
Banks,STEL,"Stellar Bancorp, Inc.","1,955 M",38.51,$1.59,$32.78,$1.99,6.2793,.9475,6.4762,
Capital Markets,STEP,StepStone Group Inc.,"4,312 M",53.80,$0.24,($4.73),($7.01),-65.119,-13.149,-13.837,
Financial Services,STNE,StoneCo Ltd.,"4,457 M",16.99,($1.22),$8.41,($0.79),-8.4488,7.4379,4.9881,
Capital Markets,STT,State Street Corporation,"35,686 M",127.87,($23.00),$87.01,$9.40,11.078,.8188,15.075,
Mortgage Real Estate Investment Trusts (REITs),STWD,"Starwood Property Trust, Inc.","6,670 M",18.01,$2.09,$18.54,$1.04,5.4063,.634,9.0954,
Banks,SUPV,Grupo Supervielle S.A.,950 M,10.91,($0.97),$1.56,($0.03),-2.3949,-.3514,7.9146,
Banks,SYBT,"Stock Yards Bancorp, Inc.","2,014 M",68.33,$4.16,$34.42,$4.75,14.338,1.5234,9.4006,
Consumer Finance,SYF,Synchrony Financial,"25,117 M",72.26,$26.41,$44.74,$9.28,21.304,2.9778,7.6618,
Banks,TBBK,"The Bancorp, Inc.","2,541 M",57.86,$8.07,$16.29,$4.92,30.848,2.5244,13.558,
Banks,TCBI,"Texas Capital Bancshares, Inc.","4,623 M",104.64,$7.24,$75.28,$6.79,9.4364,1.0606,9.4676,
Banks,TCBK,TriCo Bancshares,"1,624 M",50.22,$3.57,$41.07,$3.70,9.538,1.247,7.3961,
Banks,TCBX,"Third Coast Bancshares, Inc.",691 M,41.91,$2.50,$38.22,$3.79,13.369,1.2893,10.059,
Capital Markets,TCPC,BlackRock TCP Capital Corp.,400 M,4.72,$2.19,$8.71,($0.11),-1.145,6.169,2.4471,
Banks,TD,The Toronto-Dominion Bank,"160,652 M",95.81,($32.09),$52.61,$8.24,16.905,.9882,16.759,
Banks,TFC,Truist Financial Corporation,"65,371 M",51.78,$2.76,$47.74,$3.82,8.2363,.9839,9.0843,
Banks,TFIN,"Triumph Financial, Inc.","1,474 M",61.96,$1.19,$37.73,$0.93,2.7674,.4113,7.1151,
Banks,TFSL,TFS Financial Corporation,"4,195 M",14.95,$0.30,$6.82,$0.32,4.7602,.5255,9.2052,
Banks,THFF,First Financial Corporation,783 M,65.93,$6.14,$54.78,$6.68,13.202,1.3998,8.8438,
Insurance,THG,"The Hanover Insurance Group, Inc.","6,155 M",175.12,$27.91,$100.89,$18.12,20.604,3.4411,4.7448,
Capital Markets,TIGR,UP Fintech Holding Limited,"1,435 M",8.07,$5.16,$4.57,$0.82,22.698,1.9695,11.481,
Insurance,TIPT,Tiptree Inc.,651 M,17.20,$5.01,$13.36,$1.15,12.739,2.2734,12.701,
Banks,TMP,Tompkins Financial Corporation,"1,175 M",81.93,$6.65,$65.41,$11.24,19.502,1.9201,9.2375,
Capital Markets,TMXXF,TMX Group Limited,"9,398 M",33.78,$1.69,$12.46,$1.09,9.7608,1.0741,10.661,
Financial Services,TOST,"Toast, Inc.","16,280 M",27.64,$1.04,$3.61,$0.56,18.643,6.8656,1.4807,
Banks,TOWN,TowneBank,"3,302 M",35.78,$2.65,$31.10,$2.21,7.4505,.9248,8.1283,
Capital Markets,TPG,TPG Inc.,"6,825 M",44.58,$6.82,$7.71,$0.45,15.516,3.5787,11.384,
Consumer Finance,TREE,"LendingTree, Inc.",525 M,38.39,$4.49,$9.71,$1.04,12.493,6.2255,5.7397,
Capital Markets,TRIN,Trinity Capital Inc.,"1,156 M",15.27,($5.44),$13.31,$2.17,16.182,6.3394,2.2508,
Banks,TRMK,Trustmark Corporation,"2,613 M",44.28,$4.39,$35.95,$3.70,10.976,1.209,8.9199,
Capital Markets,TROW,"T. Rowe Price Group, Inc.","20,577 M",94.36,$6.72,$49.69,$9.24,18.791,10.648,1.3206,
Mortgage Real Estate Investment Trusts (REITs),TRTX,"TPG RE Finance Trust, Inc.",661 M,8.44,$0.98,$13.64,$0.57,5.5286,1.4824,4.1256,
Insurance,TRUP,"Trupanion, Inc.","1,253 M",28.85,$1.75,$8.85,$0.45,5.4957,1.1085,2.3833,
Insurance,TRV,"The Travelers Companies, Inc.","64,850 M",299.90,$47.31,$151.24,$27.43,20.699,3.7112,4.3688,
Banks,TSBK,"Timberland Bancorp, Inc.",304 M,38.54,$4.76,$34.06,$3.85,11.792,1.5587,7.4741,
Capital Markets,TSLX,"Sixth Street Specialty Lending, Inc.","1,769 M",18.68,$4.27,$16.98,$1.81,10.607,6.1549,2.1283,
Capital Markets,TW,Tradeweb Markets Inc.,"25,288 M",118.95,$4.99,$30.63,$3.78,13.563,11.923,1.2584,
Insurance,TWFG,"TWFG, Inc.",261 M,17.36,($0.40),$5.29,$0.44,11.926,5.5227,4.3996,
Mortgage Real Estate Investment Trusts (REITs),TWO,Two Harbors Investment Corp.,"1,172 M",11.16,$0.67,$11.32,($4.88),-23.235,-3.9395,9.1526,
Capital Markets,UBS,UBS Group AG,"130,872 M",42.33,$5.88,$29.18,$2.36,8.8573,.4899,17.929,
Banks,UBSI,"United Bankshares, Inc.","6,143 M",44.07,$3.43,$39.38,$3.27,8.8586,1.459,6.1245,
Banks,UCB,"United Community Banks, Inc.","4,167 M",34.55,$3.58,$30.17,$2.62,9.2802,1.1775,7.6958,
Insurance,UFCS,"United Fire Group, Inc.",972 M,38.08,$11.70,$36.88,$4.48,13.722,2.7151,4.0809,
Banks,UMBF,UMB Financial Corporation,"9,580 M",126.12,$12.06,$97.41,$9.29,12.588,1.1374,9.8782,
Banks,UNCRY,UniCredit S.p.A.,"128,029 M",42.84,($1.73),$52.90,$8.28,16.769,1.3274,12.854,
Insurance,UNM,Unum Group,"12,174 M",73.47,$3.92,$67.10,$4.27,6.6892,1.1379,5.7126,
Banks,UNTY,"Unity Bancorp, Inc.",533 M,53.41,$5.99,$34.63,$5.67,18.075,2.062,8.5833,
Consumer Finance,UPST,"Upstart Holdings, Inc.","3,006 M",30.65,($1.73),$8.15,$0.45,7.486,1.7385,3.724,
Banks,USB,U.S. Bancorp,"90,019 M",57.89,$6.13,$37.55,$4.62,12.184,1.1083,11.858,
Banks,USCB,"USCB Financial Holdings, Inc.",353 M,19.47,$2.47,$11.97,$1.33,12.067,.9715,12.853,
Insurance,UVE,"Universal Insurance Holdings, Inc.",877 M,31.25,$8.92,$17.65,$4.23,27.339,3.6671,6.2412,
Banks,UVSP,Univest Financial Corporation,991 M,35.18,$3.26,$33.50,$3.13,9.9154,1.0957,8.9439,
Financial Services,UWMC,UWM Holdings Corporation,"1,384 M",4.80,($5.42),$0.76,$0.06,6.3781,2.5101,95.807,
Financial Services,V,Visa Inc.,"613,374 M",318.93,$11.89,$20.03,$10.65,53.954,18.364,2.5327,
Capital Markets,VALU,"Value Line, Inc.",345 M,36.70,$2.20,$11.22,$2.26,21.024,2.3452,1.4024,
Banks,VBNK,VersaBank,533 M,16.69,($15.40),$11.89,$0.64,6.1076,.5345,10.904,
Capital Markets,VCTR,"Victory Capital Holdings, Inc.","4,874 M",75.98,$5.02,$37.79,$4.08,18.614,10.209,1.752,
Financial Services,VEL,"Velocity Financial, Inc.",747 M,19.21,$1.57,$16.30,$2.43,16.182,1.4971,10.971,
Capital Markets,VINP,Vinci Compass Investments Ltd.,794 M,12.55,$0.49,$5.59,$0.50,10.783,4.8806,1.8481,
Capital Markets,VIRT,"Virtu Financial, Inc.","3,343 M",39.37,$3.97,$23.24,$5.13,52.72,5.1377,10.211,
Banks,VLY,Valley National Bancorp,"7,325 M",13.16,$0.92,$13.39,$1.01,7.846,.9444,8.6046,
Financial Services,VOYA,"Voya Financial, Inc.","6,995 M",74.42,$8.00,$52.69,$6.29,11.237,.3479,36.111,
Capital Markets,VRTS,"Virtus Investment Partners, Inc.",989 M,146.48,$10.09,$136.03,$19.97,13.385,2.9794,4.252,
Banks,WABC,Westamerica Bancorporation,"1,296 M",52.64,$4.70,$37.91,$4.52,12.742,1.9303,6.3847,
Banks,WAFD,"WaFd, Inc.","2,525 M",33.28,$2.54,$35.70,$2.88,8.0315,.8841,9.997,
Banks,WAL,Western Alliance Bancorporation,"9,983 M",91.17,($22.52),$68.07,$8.73,13.521,1.1405,12.609,
Banks,WASH,"Washington Trust Bancorp, Inc.",673 M,35.37,$3.98,$28.56,$2.71,10.015,.7709,12.182,
Banks,WBS,Webster Financial Corporation,"11,641 M",72.20,$9.39,$57.12,$5.90,10.768,1.2296,9.1303,
Financial Services,WD,"Walker & Dunlop, Inc.","2,208 M",64.82,($28.51),$52.89,$3.37,6.3147,2.1444,3.2835,
Insurance,WDH,Waterdrop Inc.,655 M,1.81,$0.08,$1.97,$0.20,10.106,3.1889,1.3037,
Financial Services,WEX,WEX Inc.,"5,305 M",154.72,$6.78,$35.99,$8.47,22.333,3.0387,11.664,
Banks,WF,Woori Financial Group Inc.,"19,583 M",80.37,$21.77,$31.03,$2.97,9.1061,.5907,16.602,
Banks,WFC,Wells Fargo & Company,"270,821 M",87.57,($4.71),$53.19,$6.26,11.732,1.0473,13.061,
Banks,WNEB,"Western New England Bancorp, Inc.",280 M,13.76,$0.79,$12.29,$0.75,6.3154,.5666,11.05,
Insurance,WRB,W. R. Berkley Corporation,"26,529 M",70.34,$8.38,$25.79,$4.45,19.6,3.8254,4.4612,
Consumer Finance,WRLD,World Acceptance Corporation,661 M,133.92,$49.44,$73.90,$8.34,10.968,5.6733,3.2491,
Banks,WSBC,"WesBanco, Inc.","3,500 M",36.43,$2.80,$39.64,$2.23,6.5405,.962,7.2737,
Financial Services,WSBF,"Waterstone Financial, Inc.",329 M,17.93,$2.41,$20.00,$1.48,7.6691,1.1815,6.467,
Banks,WSFS,WSFS Financial Corporation,"3,561 M",66.68,$3.78,$51.27,$5.09,10.824,1.3636,7.783,
Capital Markets,WT,"WisdomTree, Inc.","2,323 M",16.51,$1.03,$3.02,$0.75,26.825,8.7811,3.6573,
Banks,WTBA,"West Bancorporation, Inc.",428 M,25.25,$2.37,$15.76,$1.92,13.186,.7983,15.573,
Banks,WTFC,Wintrust Financial Corporation,"10,280 M",153.49,$16.00,$102.03,$11.40,12.113,1.2113,10.41,
Insurance,WTM,"White Mountains Insurance Group, Ltd.","5,458 M",2201.23,$220.80,"$2,217.35",$430.14,21.11,4.1089,2.2683,
Insurance,WTW,Willis Towers Watson Public Limited Company,"28,620 M",301.01,$15.78,$83.89,$16.26,20.076,4.9313,3.7024,
Financial Services,WU,The Western Union Company,"3,000 M",9.44,$1.21,$2.91,$2.32,97.7,6.4328,8.4115,
Capital Markets,XP,XP Inc.,"11,143 M",21.48,$4.00,$8.29,$1.77,23.715,1.3896,16.84,
Financial Services,XYZ,"Block, Inc.","32,139 M",52.89,$2.98,$36.94,$5.00,14.692,2.26,1.7409,
Insurance,YB,Yuanbao Inc.,920 M,19.96,<empty>,$9.35,$3.42,56.562,23.003,1.4231,
Consumer Finance,YRD,Yiren Digital Ltd.,328 M,3.80,$2.03,$16.68,$2.03,12.779,11.903,1.4938,
Banks,ZION,"Zions Bancorporation, National Association","9,078 M",61.48,$6.44,$48.18,$6.01,13.515,1.0114,12.509,
